2.83705,0.255952
3.36894,0.415747
4.31993,0.556086
1.35425,0.273472
3.30252,0.160653
4.67664,0.271752
2.68398,0.217417
2.49994,0.432802
3.87366,0.502262
3.06332,0.194175
1.82837,0.2098
5.05185,0.0165558
3.72743,0.12322
4.21415,0.497829
2.41852,0.0441983
2.4833,0.374541
1.58161,0.105623
2.01062,0.188949
5.13099,0.173923
2.53327,0.191112
1.88731,0.186463
2.91778,0.554127
2.64603,0.357961
2.48298,0.186753
1.67157,0.39438
0.773453,0.138102
2.10451,0.266704
1.21878,0.197469
1.58254,0.169388
4.4617,0.326211
3.04986,0.197185
5.41751,0.63806
1.82148,0.153788
3.76111,0.566307
4.59608,0.0985907
1.68486,0.444497
3.33163,0.195425
1.49074,0.0848385
2.88723,0.15308
2.49192,0.142757
2.0692,0.217543
1.31706,0.563011
4.02355,0.223947
5.26245,0.29249
2.23041,0.208583
2.13852,0.451078
0.498844,0.221226
4.27951,0.379693
2.7503,0.209164
4.5281,0.323881
2.57346,0.264509
3.67448,0.0905261
3.80775,0.13121
1.3163,0.319366
2.86,0.372277
0.9821,0.350518
3.95173,0.162899
1.79503,0.340641
5.65195,0.0846958
2.47859,0.485876
2.61302,0.498017
3.07092,0.305411
5.14762,0.44001
4.32682,0.765066
3.62106,0.145703
2.91809,0.636534
3.68901,0.38749
1.29845,0.289962
2.93505,0.137153
3.29029,0.181774
4.65052,0.398002
4.70333,0.643857
2.33277,0.403252
0.412024,0.365277
4.77883,0.212181
3.27293,0.422356
3.28668,0.287436
1.17227,0.457028
2.2931,0.139401
2.22078,0.317991
3.05848,0.199586
0.972045,0.245407
3.84168,0.651774
3.35778,0.241308
2.02827,0.125497
3.17172,0.301764
2.99006,0.310216
0.268743,0.368825
1.19232,0.331163
1.98595,0.204822
2.29139,0.394745
3.77605,0.200757
2.24578,0.317292
2.11976,0.270384
2.93875,0.404552
3.41529,0.131371
3.16733,0.341806
2.12055,0.322073
2.66821,0.289476
1.09838,0.438905
1.06256,0.254982
1.12033,0.265446
0.619565,0.297338
4.91338,0.232447
3.69612,0.147213
1.18398,0.45185
1.82929,0.391044
