12.6863,11.4574,12.107,11.999
11.5966,10.3864,10.6185,10.5625

12.6821,11.4626,12.1071,12.0006
11.5898,10.389,10.6201,10.5652

12.6759,11.4681,12.1049,12.0006
11.5881,10.3982,10.6154,10.5624

12.6751,11.4688,12.1047,12.0009
11.587,10.3986,10.6155,10.563

12.68,11.4644,12.1076,11.9999
11.5879,10.3909,10.6206,10.5646

12.6802,11.4637,12.1052,12.0005
11.5917,10.3933,10.6161,10.5629

12.6816,11.4626,12.1046,12.0013
11.5935,10.3926,10.6149,10.5631

12.6887,11.4551,12.1069,11.9998
11.5974,10.3826,10.6196,10.5644

12.6883,11.4556,12.1058,12.0004
11.5987,10.3846,10.6172,10.5636

12.6849,11.4595,12.1054,12.0005
11.5971,10.3899,10.6151,10.5619

12.6857,11.4582,12.1073,11.9993
11.5948,10.386,10.6197,10.5635

12.6824,11.4612,12.1071,11.999
11.5923,10.3896,10.6193,10.5629

12.6756,11.4687,12.1045,12.0012
11.588,10.3989,10.6145,10.5625

12.6789,11.4649,12.1066,11.9995
11.5891,10.3934,10.6186,10.563

12.6793,11.465,12.1064,12.0006
11.5879,10.3921,10.6191,10.5649

12.6805,11.4637,12.1047,12.0011
11.5925,10.3938,10.615,10.5627

12.6856,11.4581,12.1063,11.9997
11.5961,10.3871,10.6178,10.563

12.6887,11.4551,12.1066,12
11.5976,10.3827,10.6192,10.5645

12.6874,11.4568,12.1048,12.0012
11.5989,10.3867,10.6152,10.5632

12.6824,11.4615,12.1048,12.0009
11.5938,10.3911,10.6157,10.5633

12.6813,11.4631,12.1074,12
11.5895,10.3898,10.6202,10.5645

12.6768,11.4665,12.1045,12.0008
11.5883,10.3959,10.6161,10.5637

12.6753,11.4685,12.1047,12.0007
11.5873,10.3984,10.6156,10.5628

12.6814,11.4622,12.1067,11.9996
11.5908,10.3901,10.6193,10.5638

12.722,11.5378,12.1434,12.0851
11.555,10.3951,10.6118,10.6021

12.6949,11.8595,12.0761,12.4708
11.3193,10.5051,10.4658,10.8737

12.8184,12.1446,12.1096,12.8846
11.1412,10.4918,10.3884,11.1426

12.9867,12.5292,12.0847,13.5011
10.9443,10.4996,10.1975,11.5226

13.1839,12.9613,11.9998,14.2563
10.7383,10.5007,9.9356,11.9893

13.3894,13.4759,11.8137,15.2099
10.4883,10.503,9.57751,12.5952

13.6513,14.0708,11.5949,16.3282
10.242,10.5064,9.15814,13.2575

13.9444,14.6949,11.408,17.4698
10.0144,10.5066,8.76364,13.8793

14.2463,15.4042,11.2766,18.658
9.75376,10.5083,8.41725,14.4847

14.6312,16.1858,11.2829,19.8677
9.51547,10.4984,8.15202,14.9981

14.9892,16.9102,11.3559,20.9242
9.31387,10.4898,7.96827,15.392

15.2334,17.4422,11.3716,21.7152
9.16973,10.4895,7.81583,15.689

15.4184,17.7132,11.3738,22.176
9.13142,10.4816,7.7146,15.8364

15.4404,17.7606,11.3248,22.2901
9.12453,10.4865,7.66259,15.8904

15.452,17.7455,11.3879,22.2274
9.13423,10.4808,7.70812,15.8409

15.4502,17.737,11.5283,22.0895
9.13228,10.4767,7.81381,15.7412

15.4605,17.7194,11.6605,21.9602
9.13995,10.4691,7.91124,15.6437

15.4647,17.7126,11.6908,21.9293
9.14358,10.4665,7.93357,15.6204

15.4545,17.7248,11.6178,21.9996
9.13581,10.4715,7.88093,15.6758

15.455,17.7342,11.5012,22.1155
9.13659,10.4761,7.79267,15.7587

15.4441,17.7474,11.407,22.2054
9.12838,10.4813,7.72477,15.8296

15.447,17.7452,11.4109,22.2022
9.13057,10.4804,7.72705,15.826

15.3988,17.7386,11.4597,22.1116
9.10142,10.4787,7.78384,15.8001

15.1121,17.792,11.5426,21.8515
8.91043,10.5024,7.94657,15.8046

14.7095,17.8342,11.9102,21.2255
8.64361,10.5196,8.38131,15.6194

14.2674,17.8104,12.7853,20.0258
8.36457,10.5181,9.26348,15.0179

13.7394,17.7564,14.0919,18.3047
8.02608,10.4975,10.6037,14.0368

17.6594,13.2706,18.6665,13.2305
10.438,7.72788,14.7534,10.2446

17.7061,12.6562,20.108,11.1934
10.4469,7.35016,16.5401,8.82679

17.7572,12.0492,21.189,9.49293
10.4599,6.97336,18.1136,7.61716

17.7538,11.7337,21.8064,8.48436
10.4584,6.78507,19.06,6.86049

17.718,11.6083,21.984,8.1155
10.4499,6.71857,19.4058,6.58971

17.6879,11.5801,21.7207,8.36166
10.4405,6.70476,19.1943,6.8244

17.5783,11.6683,21.14,8.99674
10.398,6.77145,18.6085,7.38599

17.524,11.6818,20.5405,9.63802
10.3698,6.7776,18.0455,7.97109

17.5168,11.6723,20.3203,9.87254
10.3629,6.76784,17.8445,8.18874

17.5129,11.6974,20.5339,9.64742
10.3667,6.78984,18.0313,7.97619

17.5852,11.6491,21.0993,9.03353
10.3998,6.75731,18.5826,7.4243

17.655,11.613,21.6044,8.49191
10.4281,6.72954,19.0695,6.9369

17.663,11.6301,21.7792,8.31288
10.4328,6.74177,19.2194,6.76996

17.6417,11.6216,21.517,8.58676
10.4233,6.73647,18.9829,7.02132

17.5745,11.6598,21.0081,9.13627
10.3959,6.76499,18.4885,7.51462

17.493,11.8876,20.5695,9.74658
10.3879,6.93172,17.8636,7.98076

17.3331,12.3846,20.3653,10.2313
10.3825,7.30868,17.2494,8.22342

17.2126,12.9182,20.4728,10.4315
10.4072,7.7228,16.8621,8.17195

17.095,13.5241,20.6922,10.568
10.4464,8.20307,16.4924,8.02212

16.9203,14.2037,20.6972,10.9402
10.4692,8.75653,15.9019,8.03641

16.722,14.8756,20.3046,11.7029
10.4843,9.32051,15.0192,8.33996

16.4622,15.6257,19.422,12.9711
10.4803,9.96517,13.7617,8.95687

16.1605,16.3808,18.275,14.4468
10.457,10.6383,12.4011,9.66762

15.9189,17.0751,17.1819,15.8451
10.4548,11.2701,11.1746,10.2645

15.9279,17.5174,16.5636,16.7263
10.6474,11.772,10.3124,10.4323

15.8186,18.0187,16.1541,17.3498
10.7364,12.3129,9.67197,10.4428

15.6647,18.4379,15.8183,17.8219
10.7431,12.7518,9.21023,10.4588

15.7011,18.5585,15.6577,18.0675
10.8266,12.9044,8.97715,10.4558

15.8762,18.4318,15.6202,18.1306
10.9699,12.8248,8.91654,10.4527

18.3042,16.0143,18.2712,15.4943
12.7215,11.0468,10.5242,8.87145

18.3676,15.9441,18.3206,15.4333
12.7803,11.0061,10.5476,8.82993

